pref,code,handle,name_ja,population,status,source_type,granularity,core_missing,difficulty,license,yearend,district_unit,district_count_approx,schedule_url,calendar_urls,verify_sources,surveyed_at,notes
saitama,11301,saitama-ina-town,伊奈町,44420,,image-pdf,dates,,4,proprietary-site,unknown,地区(北・南の2区分),2,https://www.town.saitama-ina.lg.jp/0000006664.html,https://www.town.saitama-ina.lg.jp/cmsfiles/contents/0000006/6664/r8_north.pdf；https://www.town.saitama-ina.lg.jp/cmsfiles/contents/0000006/6664/r8_south.pdf；https://www.town.saitama-ina.lg.jp/cmsfiles/contents/0000006/6664/r8rule.pdf,https://csi-ina.co.jp/ina_carender/；https://gomi-calendar.com/saitama/kitaadachi-ina/；https://www.scoooop.com/apps/smartgomiapp/%E5%9F%BC%E7%8E%89%E7%9C%8C-%E4%BC%8A%E5%A5%88%E7%94%BA/,2026-07-17,一次ソースは公式サイトのごみ収集カレンダーページ(0000006664.html)。地区は「北地区」「南地区」の 2つのみで、それぞれ令和8年度(2026-04-01〜2027-03-31)のPDFカレンダー(r8_north.pdf / r8_south.pdf)を配布。両PDFともAdobe Illustrator由来の画像PDFでテキスト層なし→OCR必須のため difficulty 4。ただし地区が2つだけ・収集は週次の規則的パターン(可燃週2/プラ週1/缶・ペット・古紙・ 古布・不燃 原則月2)なので抽出負荷はdifficulty 4の中では軽い。CSV/JSON/HTML表は見当たらず、 ごみ分別検索(module/garbage.php)は品目分別のみで収集曜日データは持たない。オープンデータ カタログ・埼玉県ポータルにも収集曜日データは確認できず。ごみ分別アプリ「さんあ〜る」提供 (proprietary)。年末年始の扱いはページ本文に記載なくPDF画像内のみと推測(unknown)。 検証用にごみ収集運搬会社CSI(csi-ina.co.jp)の案内ページ、第三者スクレイプ (gomi-calendar.com / scoooop=さんあ〜る由来)あり。公式ドメイン: town.saitama-ina.lg.jp。
saitama,11324,saitama-miyoshi-town,三芳町,37201,,image-pdf,dates,,4,proprietary-site,unknown,コース,,https://www.town.saitama-miyoshi.lg.jp/life/gomi/gomi_syuusyuu.html,https://www.town.saitama-miyoshi.lg.jp/life/gomi/documents/r8gomikarenda.pdf,app,2026-07-17,"R8収集日程表PDF(r8gomikarenda.pdf)はテキスト層が実質無し(埋込フォント1・抽出文字2字=画像化)→OCR必須。 収集コースは公式ページの画像地図で示され、コース数・対象地区が機械可読テキストに無い。 主導線は「三芳ごみ分別アプリ」。9自治体中もっとも難物。地区割の確度を上げるには役場資料の追加確認が必要。
"
saitama,11326,moroyama-town,毛呂山町,32987,,pdf,dates,,3,proprietary-site,calendar-explicit,地区,3,http://www.hozenkumiai.or.jp/pdf/moroyama2026_a.pdf,http://www.hozenkumiai.or.jp/pdf/moroyama2026_a.pdf；http://www.hozenkumiai.or.jp/pdf/moroyama2026_b.pdf；http://www.hozenkumiai.or.jp/pdf/moroyama2026_c.pdf；https://www.town.moroyama.saitama.jp/material/files/group/18/R8gomikarenndaatiku.pdf；https://www.town.moroyama.saitama.jp/material/files/group/18/R8gomikarenndabtiku.pdf；https://www.town.moroyama.saitama.jp/material/files/group/18/R8gomikarenndactiku.pdf,course-pdf,2026-07-17,"一次ソース候補は埼玉西部環境保全組合(hozenkumiai.or.jp、毛呂山町のごみ処理を担う一部事務組合)が
発行する令和8年度カレンダーPDF。pdftotext/pdffonts で確認したところ埋込CIDフォントによる完全な
テキスト層あり(日付・曜日・品目=可燃/不燃/他プラ/びん缶/有害/紙布/ペット等が抽出可能)。CLI curl 正常取得。
町公式サイト(town.moroyama.saitama.jp)の R8gomikarennda[abc]tiku.pdf は同内容だがベクター描画で
テキスト層なし(pdffonts/pdfimages 共に空)=OCR必要。よって組合PDFを一次に採用すれば difficulty 3。
収集日のオープンデータCSVは町・埼玉県ポータル共に確認できず(license=proprietary-site)。
地区は A/B/C の3地区一律。旧年度 moroyama2025_*.pdf は現在404、moroyama2026_*.pdf が現行。
収集運搬の委託業者に株式会社鳩山環境サービス等の記載あり(処理は組合)。
"
saitama,11327,ogose-town,越生町,10097,,pdf,dates,,3,unknown,calendar-explicit,不明,,http://www.hozenkumiai.or.jp/pdf/ogose2026_a.pdf,http://www.hozenkumiai.or.jp/pdf/ogose2026_a.pdf；http://www.hozenkumiai.or.jp/pdf/ogose2026_b.pdf,,2026-07-17,"一次ソース未特定。町サイトの「ごみカレンダー」「ごみ収集」ページ本文には収集日程が無く、分別方法は 「埼玉西部環境保全組合」サイトへ誘導するのみ(curlで本文確認済、収集曜日の記載なし)。組合サイト hozenkumiai.or.jp が収集日を持つか未確認。地区割・コース・PDF/CSVの所在いずれも未確認。small town。 10分枠では機械可読な一次ソースを特定できず → 追加調査 or ブラウザ確認要。difficulty は暫定4(不能寄り)。 【統括実確認 2026-07-18】E判定は10分打ち切りの見落としだった。埼玉西部環境保全組合サイトに「令和8年度 越生町 ごみ・資源収集カレンダー」PDF が実在 (ogose2026_a/b、A・B の2地区、テキスト層あり5,852字、日付入り年間カレンダー・多言語表記)。source none→pdf / d4→d3 / granularity dates に是正。yearend は通年カレンダー版面からの推定。"
saitama,11341,namegawa-town,滑川町,19904,,pdf,dates,,3,unknown,calendar-explicit,全域一律,1,https://www.town.namegawa.saitama.jp/soshikikarasagasu/kankyoka/gomi_kankyo_pet/2/5138.html,https://www.town.namegawa.saitama.jp/material/files/group/7/gomi2026.pdf,https://www.town.namegawa.saitama.jp/soshikikarasagasu/kankyoka/gomi_kankyo_pet/2/index.html,2026-07-17,"ごみ収集(収集運搬)は滑川町が実施。ごみ処理(焼却/し尿)は一部事務組合「小川地区衛生組合」 (小川町・嵐山町・滑川町・ときがわ町・東秩父村の4町1村)が担うが、収集日程は町が発行。 一次ソースは令和8年度「資源・ごみ分別収集カレンダー」PDF (gomi2026.pdf, 20頁, 8.5MB) でテキスト層あり(pdftotext可)。全域一律で地区/コース分けなし。収集は 規則ベース(もえるごみ=毎週月・木曜、資源プラ=毎週金曜、廃プラ=第1・3水曜、 ペットボトル=第3火曜 等)で全町共通。カレンダーは各月グリッド(12ヶ月分, 令和8年4月〜 令和9年3月)に日付入りで収録。年末年始は12月末に「年末の特別収集日」がカレンダー グリッド上に明示(毎年告知でなくPDF内に記載)。埼玉県ODポータル (opendata.pref.saitama.lg.jp)に滑川町ごみ収集のODは見当たらず、町独自ODカタログ も未確認。町サイトの「ごみの分別かな検索」は分別区分検索であり収集日程CSVではない。 CLI curl は 200 で取得可(403なし)。"
saitama,11342,ranzan-town,嵐山町,17261,,pdf,weekday-rules,,3,proprietary-site,unknown,不明,,https://www.town.ranzan.saitama.jp/0000000215.html,https://www.town.ranzan.saitama.jp/cmsfiles/contents/0000000/215/R8karenda-_827924_sanitized.pdf,html,2026-07-17,"令和8年度版「ごみ・資源分別収集カレンダー」PDF(26ページ, 5.78MB)。pdftotext で テキスト層あり。冊子1本で全戸配布型。地区分割の明記が見当たらず全町一律の可能性 があるが未確定(district_unit不明・要確認)。市サイトに「ごみ分別検索」モジュール (module/garbage.php, 全726件)あり=品目検索用で収集日地区データではない。年末年始 はカレンダー冊子内に入るとみられるが未精読(unknown)。収集曜日OD・CSVなし。 多言語訳はP26。新年度版は毎年3月1日以降全戸配布。課: 環境課(0493-62-0719)。"
saitama,11343,saitama-ogawa-town,小川町,26033,,pdf,dates,,3,unknown,unknown,地区,9,https://www.town.ogawa.saitama.jp/gyosei/sosiki/10/2/5/6640.html,https://www.town.ogawa.saitama.jp/material/files/group/10/higashiogawaR8C.pdf,course-pdf；app,2026-07-17,"一次候補「【地区別】令和8年度ごみ収集カレンダー」= 地区別PDF9本(daiaparesu/higashiogawa/honiti/ ikeda/koshigoe/midori/oozeki/takezawa/yawata = 台アパレス・東小川・本一・池田・腰越・みどり・大寄・竹沢・八和田等)。 各地区に base(品目・ルール表)/C(日付入りカレンダー・多言語)/E(英)/V(越)版。base・C ともテキスト層あり(pdftotext可)。 種別: もえるごみ(指定袋)/缶/ペットボトル/ビン/資源プラ/古紙類/有害。焼却は小川地区衛生組合。 小川町ごみ分別アプリあり。収集日オープンデータは未発見。ライセンス未確認。年末年始扱いは未確認。
"
saitama,11346,kawajima-town,川島町,17788,,pdf,dates,,3,proprietary-site,december-announce,行政区グループ (町丁目・大字を9グループに集約),9,https://www.town.kawajima.saitama.jp/8581.htm,https://www.town.kawajima.saitama.jp/9169.htm；https://www.town.kawajima.saitama.jp/secure/14751/2026_Part1.pdf；https://www.town.kawajima.saitama.jp/secure/14751/2026_Part2.pdf；https://www.town.kawajima.saitama.jp/secure/14751/2026_Part3.pdf；https://www.town.kawajima.saitama.jp/secure/14751/2026_Part4.pdf；https://www.town.kawajima.saitama.jp/secure/14751/2026_Part5.pdf；https://www.town.kawajima.saitama.jp/secure/14751/2026_Part6.pdf；https://www.town.kawajima.saitama.jp/secure/14751/2026_Part7.pdf；https://www.town.kawajima.saitama.jp/secure/14751/2026_Part8.pdf；https://www.town.kawajima.saitama.jp/secure/14751/2026_Part9.pdf,course-pdf,2026-07-17,"公式ドメイン town.kawajima.saitama.jp。一次ソースは行政区別 PDF カレンダー。
令和8年度 (2026-04-01〜2027-03-31) 収集日程ページ /9169.htm から 9 本の PDF
(2026_Part1〜Part9.pdf) にリンク。各 PDF はグループ(例 1:東中廓・西中廓・宮本・伏木・
久保・かわじま2丁目 … 9:虫塚・梅ノ木ほか)の前期/後期カレンダー。全域一律ではなく、
町域は小さいが 9 収集グループに分かれる(曜日パターン差あり)。
PDF はテキスト層あり(pdftotext で日付・区分名を抽出可)だが、月次カレンダーグリッド
レイアウトで位置依存の整形が必要 → 素直な表ではない。可燃/紙布類/びん缶/容器包装/
ペットボトル/不燃有害危険 等 14分別。よって difficulty 3。
年末年始: 環境センターは 12/29〜1/3 持込受付なし。年末年始の収集変更は PDF カレンダー
内(12月・1月ページ)に反映される想定 (december-announce)。
埼玉県オープンデータポータル(opendata.pref.saitama.lg.jp)に川島町の該当データ無し
(川島町は指定道路図のみ)。収集曜日 CSV/JSON も公式サイトに見当たらず(HTMLソースに
.csv/.json 参照なし)。ごみ分別アプリ(gomisuke, jp.gomisuke.app.Gomisuke0011)あるが
データは非公開。旧年度カレンダー(7370/7971/8637.htm)も同形式で検証用に利用可。
WebFetch では 8637/1652.htm が 404 を返したが curl は 200(サイト側のUA/経路差)。"
saitama,11347,yoshimi-town,吉見町,16623,,pdf,dates,,3,proprietary-site,unknown,地区,4,https://www.town.yoshimi.saitama.jp/soshiki/kankyo/4/4/3606.html,https://www.town.yoshimi.saitama.jp/material/files/group/9/R8_kita_higashi1.pdf；https://www.town.yoshimi.saitama.jp/material/files/group/9/R8_nishi1_higashi2.pdf；https://www.town.yoshimi.saitama.jp/material/files/group/9/R8_nishi2.pdf；https://www.town.yoshimi.saitama.jp/material/files/group/9/R8_minami.pdf,course-pdf,2026-07-17,"令和8年度ごみ分別収集日程表、地区別4PDF。テキスト層あり(pdftotext -layout で月別カレンダーグリッドと 可燃/資源/プラ/不燃/ペのラベルを抽出可、各区に含まれる町名もヘッダにテキストで列挙)。 可燃は月木/火金コース+資源A/B系。カレンダーグリッドなので日付から曜日パターン再構成する形。年末年始は未記載。
"
saitama,11348,hatoyama-town,鳩山町,12531,,pdf,dates,,3,proprietary-site,calendar-explicit,地区,2,https://www.town.hatoyama.saitama.jp/data/doc/1773387112_doc_50_0.pdf,https://www.town.hatoyama.saitama.jp/data/doc/1773387112_doc_50_0.pdf；https://www.town.hatoyama.saitama.jp/data/doc/1773387148_doc_50_0.pdf；https://www.town.hatoyama.saitama.jp/kurashi/gomi_seikatsukankyo/gomi_recycle/gomi_recycling.html；http://www.hozenkumiai.or.jp/shigen.html,course-pdf,2026-07-17,"一次ソースは公式サイトが配布する令和8年度PDF(A地区/B地区の2種)。pdftotextでテキスト層抽出可(日付・品目が取れる。ただしカレンダーグリッドのため配置は乱れ、要パース)。 地区は A地区(大橋・奥田・須江・竹本・泉井・高野倉・熊井・小用・大豆戸・赤沼・今宿・石坂)と B地区(松ヶ丘/楓ヶ丘/鳩ヶ丘の団地地区)の2区分。町域を実質2分割。 ごみ処理は一部事務組合「埼玉西部環境保全組合」(hozenkumiai.or.jp)が担当。収集業務委託は株式会社鳩山環境サービス。組合サイトにも同等PDF(hatoyama2025_a/b.pdf)あり。 ※公式ドメインは town.hatoyama.saitama.jp (指示の town.saitama-hatoyama.lg.jp ではない)。※組合サイト直リンク(hozenkumiai.or.jp/pdf/hatoyama2025_a.pdf)はCLIで196バイトの空応答=実質取得不可、公式サイト側は正常取得。 オープンデータ: 鳩山町ODページ(gyousei/hatoyama_opendata.html)にごみ収集日程データセットは無し。埼玉県ポータル(opendata.pref.saitama.lg.jp)にも収集日CSVは確認できず。 年末年始: 通年カレンダー(令和8年4月〜翌3月)のためグリッドに反映=calendar-explicit扱い。ただし抽出テキストが乱れ「年末年始休み」等の明示注記までは未確認。アプリは無し。
"
saitama,11349,tokigawa-town,ときがわ町,9606,,pdf,dates,,3,proprietary-site,calendar-explicit,地区,3,https://www.town.tokigawa.lg.jp/info/3231,https://www.town.tokigawa.lg.jp/div/201020/pdf/kankyou/R8gomicalendar0.pdf；https://www.town.tokigawa.lg.jp/info/2688,booklet,2026-07-17,"R8年度ごみ・資源分別カレンダーは2分割PDF。info/3231ページからのリンクは中間HTML経由(/Link/Pdf/3872 → /div/201020/pdf/kankyou/R8gomicalendar0.pdf)。実体DL検証済: テキスト層あり(zip deflate, 約1.3MB, 59677字)、4月1日〜翌3月31日の日付入り通年カレンダーで機械抽出可、本文に「可燃」「資源」「地区」を含む。 地区は本文中に3件言及(=3地区前後とみられるが要精査)。年末年始も日付入りで明示の見込み。分別一覧表 (info/2688)が独立検証源。町サイトはCC宣言なし。
"
saitama,11361,yokoze-town,横瀬町,7135,,pdf,dates,,3,proprietary-site,calendar-explicit,地区(3区分),3,https://www.town.yokoze.saitama.jp/kurashi/gomi-recycle/1042,https://www.town.yokoze.saitama.jp/wp-content/uploads/2026/03/44川西・中郷・宇根.pdf；https://www.town.yokoze.saitama.jp/wp-content/uploads/2026/03/45川東・苅米（根古屋の一部地域含む）.pdf；https://www.town.yokoze.saitama.jp/wp-content/uploads/2026/03/46根古屋・芦ヶ久保（苅米の一部地域含む）.pdf,https://www.c-kouiki.jp/gomi-2-2-2-2-2-2/calendar-1-2/；https://www.town.yokoze.saitama.jp/kurashi/gomi-recycle/877；https://www.c-kouiki.jp/news/gomiapli-start/,2026-07-17,ごみ処理は秩父広域市町村圏組合(秩父市・横瀬町・皆野町・長瀞町・小鹿野町の5市町)が担うが、 収集日程カレンダーPDFは横瀬町公式サイトが町独自に公開している(組合サイトはPDF申込フォーム/各市町HP誘導のみで実ファイル無し)。 令和8年度(2026)版、地区は「川西・中郷・宇根」「川東・苅米(根古屋の一部含む)」「根古屋・芦ヶ久保(苅米の一部含む)」の3区分。 各PDFはAdobe InDesign 21生成の2ページ、テキスト層あり(pdftotextで日付・ごみ種別が抽出可能、char~6600)。 ただし複数月を横並びにした雑誌型グリッドレイアウトで、テキストの座標配置から日付と種別を対応付ける解析が必要なため難度3。 収集回数: 可燃週2/不燃月1/紙布月2/カンビン月2/ペットボトル月2。 年末年始はカレンダー内に明示(「新年の1日〜3日はごみ収集・持込ともお休み」、12月末〜1月初に「休」マーク)。 ライセンス: サイトポリシーで無断複製・転載・改変を禁止(全権利留保、CC BY/政府標準利用規約の記載なし)。 埼玉県ODポータル(opendata.pref.saitama.lg.jp)に横瀬町ごみ収集の個別データセットは確認できず。CSV/JSON提供なし。 curl 403 なし(3PDFとも HTTP 200 で取得可)。
saitama,11362,minano-town,皆野町,8278,,pdf,dates,,3,proprietary-site,unknown,地区,4,https://www.town.minano.saitama.jp/section/seikatu/265/,https://www.town.minano.saitama.jp/wp-content/uploads/2010/07/ad9f53afdff8f682d38752a8e8429111-11.pdf；https://www.town.minano.saitama.jp/wp-content/uploads/2010/07/51ad3cd62cf1f3d84c5071fbea3ddf85-12.pdf；https://www.town.minano.saitama.jp/wp-content/uploads/2010/07/52a3509281a700734ff8299b52005ffb-11.pdf；https://www.town.minano.saitama.jp/wp-content/uploads/2010/07/f9eb63572d046a0170bc788b856f0c36-11.pdf,,2026-07-17,ごみ処理は秩父広域市町村圏組合の管轄、皆野町サイトにも令和8年度版カレンダーPDFを 掲載。町を4地区に分割(1:戦場・土京・親鼻・駒形・上の台・根岸・下田野 / 2:腰・上原・ 原・下原・上大浜・中大浜・下大浜 / 3:日野沢・金沢・国神・大渕・野巻 / 4:三沢・金崎)。 4ハッシュ×版番号のPDF(各3.6MB)。pdftotext でテキスト層あり(日付入り令和8年度、 地区名見出しつき)。可燃=毎週月・木(日野沢上区は木のみ)/不燃=月1/資源=月2。 年末年始はカレンダー内とみられるが未精読(unknown)。収集曜日OD・CSVなし。 秩父広域はPDF版のメール送付申込フォームも用意。課: 皆野町町民生活課(62-1232)。
saitama,11363,nagatoro-town,長瀞町,5998,,pdf,dates,,3,unknown,unknown,地区,3,https://www.town.nagatoro.saitama.jp/life/%E3%81%94%E3%81%BF%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC/,https://www.town.nagatoro.saitama.jp/wp-content/uploads/2023/03/1384cdbc7a619df1da7d22644b8d2d8e-2.pdf,,2026-07-17,"収集は秩父広域市町村圏組合(TEL 24-8050)が実施、町民課が窓口。一次候補「ごみカレンダー(家庭用)」= 地区別PDF3本(本野上・中野上・野上下郷/袋区/矢那瀬・岩田・井戸・風布 等の3グループ)。日付入りカレンダーで テキスト層あり(pdftotext可)。【注意】掲載PDFが令和5年度版(2023/03アップロード)で、最新年度版の公開有無を 要確認(サイト上のリンクがR5止まりの可能性)。収集日オープンデータは未発見。ライセンス未確認。 種別: もえるごみ・もえないごみ(指定袋)ほか。年末年始扱いは未確認。
"
saitama,11365,ogano-town,小鹿野町,9236,,pdf,dates,,3,proprietary-site,calendar-explicit,地区,8,https://www.town.ogano.lg.jp/kurashi-tetsuzuki/kankyou-gomi-suidou/gomicalendar/,https://www.town.ogano.lg.jp/cms/wp-content/uploads/2026/03/r8shimoogano_gomicalendar.pdf；https://www.town.ogano.lg.jp/cms/wp-content/uploads/2026/03/r8izusawa_gomicalendar.pdf；https://www.town.ogano.lg.jp/cms/wp-content/uploads/2026/03/r8araikoshinone_gomicalendar.pdf；https://www.town.ogano.lg.jp/cms/wp-content/uploads/2026/03/r8nagawaka_gomicalendar.pdf；https://www.town.ogano.lg.jp/cms/wp-content/uploads/2026/03/r8mitagawakurao_gomicalendar.pdf；https://www.town.ogano.lg.jp/cms/wp-content/uploads/2026/03/r8susuki_gomicalendar.pdf；https://www.town.ogano.lg.jp/cms/wp-content/uploads/2026/03/r8susuki8k_gomicalendar.pdf；https://www.town.ogano.lg.jp/cms/wp-content/uploads/2026/03/r8komorisusuki_gomicalendar.pdf,gomi-calendar.com,2026-07-17,収集は秩父広域市町村圏組合 (一部事務組合) が実施、住民生活課が窓口。ソースは地区別の年度カレンダーPDF (令和8年度=r8*_gomicalendar.pdf、8地区)。 各PDFはテキスト層あり (pdftotext で抽出可、curl 200)。ただし4-9月/10-3月の両面カレンダーグリッド (曜日×日付マス) 形式で、 収集品目が日付マス内に配置されるためパースは非自明→difficulty 3。地区名: 下小鹿野/小鹿野・伊豆沢/小鹿野(新井・腰の根)/長若/三田川・倉尾/薄/薄8区/小森・薄(3区・須川)。 年末年始はカレンダー内に明記 (新年1〜3日は収集・持込休み)。CSV/JSONの一次ソースは無し。埼玉県ODポータルに小鹿野町のごみ収集データは未確認 (登録先はポータル側だが該当データ見当たらず)。
saitama,11369,higashichichibu-vill,東秩父村,2223,,html,weekday-rules,,2,proprietary-site,unknown,全域一律,1,https://www.vill.higashichichibu.saitama.jp/soshiki/05/gominodashikata.html,,,2026-07-17,"村全域一律。ごみの出し方ページ(HTML本文)に全種別の曜日を明記: 燃えるごみ=月・木 / 資源プラ=第1・2・3・5金 / 廃プラ=第4金 / 金属類=第1火 / 有害=第2火 / ガラス・ペット=第3火 / びん=第4火 / 資源回収=第2水(役場前)・第4水(各ステーション)。 地区割が無く9自治体中もっとも素直。粗大は自己搬入(小川地区衛生組合)。独立検証ソースはWeb上に無い(紙のみ)。
"
saitama,11381,saitama-misato-town,美里町,10233,,html,weekday-rules,,2,proprietary-site,december-announce,コース,2,https://www.town.saitama-misato.lg.jp/0000000045.html,,html；app,2026-07-17,"ごみ処理は児玉郡市広域市町村圏組合(本庄市・美里町・神川町・上里町)。組合は「児玉郡市ごみ分別アプリ」
(iOS/Android, カレンダー+アラート機能)と分別辞典(gomisaku.jp/0240)を提供するが、収集""日程""の一次ソースは
美里町公式サイト 0000000045.html の HTML 表(A/Bコースごとに 可燃=毎週◯・◯、資源=毎月第n◯曜 等)。
同ページに PDF 群(分別表 hyopdf.pdf / 資源物収集所 shigenbasyo.pdf / 有害ごみ yugai.pdf / ラベルはがし raberu.pdf)
があるが、いずれも分別・収集所案内で日程カレンダーではない。粗大ごみは毎月第4月曜のリクエスト収集。
埼玉県ODポータルに美里町のごみ収集日OD無し(県共同データセットも無しと既知)。curl未実施(WebFetchで取得)。
"
saitama,11383,saitama-kamikawa-town,神川町,12476,,html,weekday-rules,,2,proprietary-site,unknown,地区,3,https://www.town.kamikawa.saitama.jp/soshiki/bosaikankyou/gomi_kankyou/477.html,https://www.town.kamikawa.saitama.jp/material/files/group/12/garbagedasikata.pdf,booklet,2026-07-17,"A・B・Cの3地区。公式ページ(477.html)にHTMLテーブルで品目別の収集曜日を記載(練馬方式で機械変換可)。 例: 可燃=A・C地区は月木/不燃=第1・3月曜/資源=第1・3水曜。可燃は週2(年末年始除く)、資源はA・B地区月2・ C地区月1。曜日ベース(日付なし)のため年末年始は別記載/PDF側の可能性 → 未確認(unknownまたは12月告知型)。 「ごみの出し方」PDF(多言語版あり、英語版に2025表記)が独立検証源。町サイトはCC宣言なし。
"
saitama,11385,kamisato-town,上里町,29434,,html,weekday-rules,,2,unknown,december-announce,地区別,5,https://www.town.kamisato.saitama.jp/1643.htm,https://www.town.kamisato.saitama.jp/1643.htm,https://www.town.kamisato.saitama.jp/secure/2226/R8_gomibunbetsu.pdf；https://gomi-calendar.com/saitama/kodama-kamisato/；https://www.kodamakouiki.jp/jigyougaiyou/gomiapp.html,2026-07-17,収集日程は町公式サイト「家庭ごみの出し方」(1643.htm) 内の HTML 表で公開。5地区 (賀美/長幡/七本木/上里東/神保原) ×可燃・不燃・資源・有害の曜日パターン方式で、 可燃は週2日 (月木 or 火金)、他は「第2・4水」等の第n曜日指定。curl 200 で クリーンに取得可、機械可読性高い。ごみ処理は一部事務組合「児玉郡市広域市町村圏組合」 が担当 (本庄市・美里町・神川町・上里町共通の指定袋/分別アプリ) だが、収集曜日表は 町が公開。組合サイト(kodamakouiki.jp)にはアプリ経由のカレンダー機能あり。 分別辞典は gomisaku.jp/0241。埼玉県ODポータルに上里町は19データセット登録あるが ごみ収集日程のデータセットは無し (人口・コミバス等のみ)。町サイトの分別PDF R8_gomibunbetsu.pdf はテキスト層なしの画像PDF (pdftotext 空) で検証用のみ。 HTML表は曜日の周期パターンのみで暦日への展開はカレンダー生成が必要。年末年始の 休止日は表に明記なく毎年12月に別途告知される想定。license は表記未確認で unknown。
saitama,11408,yorii-town,寄居町,30495,,pdf,dates,,3,proprietary-site,unknown,地区,,https://www.town.yorii.saitama.jp/soshiki/11/gomisyusyu.html,https://www.town.yorii.saitama.jp/uploaded/attachment/27398.pdf；https://www.town.yorii.saitama.jp/uploaded/attachment/27409.pdf；https://www.town.yorii.saitama.jp/uploaded/attachment/23818.pdf,booklet；app,2026-07-17,"ごみ処理は大里広域市町村圏組合(熊谷・深谷・寄居)管轄だが、収集カレンダーは町が 月別PDFで配布。令和8年4月〜令和9年3月の12枚(27398〜27409.pdf, 各57〜87KB)。 pdftotext でテキスト層あり(約4200字/月, 日付入り)。地区は「川北地区/川南地区」の 2大区分+区(本町区・菅原区 等)単位で収集日が異なる=区↔曜日の対応精査が必要 (地区数はnull、区は多数)。保存版パンフ(23818.pdf)に可燃/不燃等の分別と曜日表。 年末年始は月別カレンダー(12月・1月分)に入るとみられるが未精読(unknown)。 収集曜日OD・CSVなし。ごみ分別アプリあり。課: 生活環境エコタウン課。"
saitama,11442,miyashiro-town,宮代町,33509,,image-pdf,dates,,4,unknown,unknown,ブロック,2,https://www.town.miyashiro.lg.jp/0000017999.html,https://www.town.miyashiro.lg.jp/cmsfiles/contents/0000017/17999/1b.pdf；https://www.town.miyashiro.lg.jp/cmsfiles/contents/0000017/17999/2b.pdf,app,2026-07-17,"一次候補「令和8年度版 家庭ごみ・資源物収集カレンダー」= 2ブロック制(1b.pdf=1ブロック/旧E、2b.pdf=2ブロック/旧F)。 1b.pdf は14MB・pdffonts空・pdftotext抽出ほぼ0字 → 画像PDF(テキスト層なし)。OCRまたは目視転記が必要 → difficulty4。 ブロック内の町丁目割当は本文に列挙あり(須賀・東粂原・宮代台・和戸… / 東・中・姫宮・道佛・百間・本田…)。 宮代ごみ分別アプリあり(収集日カレンダー機能) → アプリ内データが機械可読の可能性は別途要確認。 多言語版PDF(中/英/葡/西/タガログ/越)も同ページに存在。収集日オープンデータは未発見。年末年始扱いは未確認。
"
saitama,11464,sugito-town,杉戸町,42377,,image-pdf,dates,,4,proprietary-site,calendar-explicit,地区,4,https://www.town.sugito.lg.jp/page/18664.html,https://www.town.sugito.lg.jp/uploaded/attachment/16368.pdf；https://www.town.sugito.lg.jp/uploaded/attachment/17263.pdf；https://www.town.sugito.lg.jp/uploaded/attachment/16370.pdf；https://www.town.sugito.lg.jp/uploaded/attachment/16371.pdf,https://www.town.sugito.lg.jp/uploaded/attachment/13811.pdf；https://www.town.sugito.lg.jp/uploaded/attachment/4814.png,2026-07-17,"埼玉県北葛飾郡杉戸町。収集は町(環境課)が独自運営。公式ページ page/18664.html に 令和8年度(2026-04〜2027-03)カレンダーを地区別PDFで掲載。地区はA/B/C/Dの4区分 (町内会区域: A=中央1・中央3, B=中央2・中央4, C=西, D=東・南・泉)。地区割は地図PNGあり。 PDFはスキャン画像+隠しOCR層(HiddenHorzOCRフォント)構成の5.5MB画像PDF。pdftotext 抽出結果は激しく文字化けし信頼できず→実質OCR必要(difficulty 4)。CSV/JSON参照なし。 埼玉県ODポータルに杉戸町のごみ収集曜日データセットは見当たらず(掲載は吉川市等)。 自治体ODカタログも未確認だが公式にCSV提供の痕跡なし。年末年始はPDF内カレンダーに 埋め込み。町独自「杉戸ごみ分別アプリ」あり。一部事務組合: 久喜宮代衛生組合は 久喜市・宮代町が対象で杉戸町は非該当と見られる(要確認)。ロカポ等民間アプリも対応。 【統括実確認 2026-07-18】隠しOCR層の実測: 抽出テキストは「杉**戸**」のようなノイズ混じりの文字化けで実用不能。エージェント判定 (実質OCR必要) どおり source_type を image-pdf に是正。文字数ベースの全数検査ではテキスト層ありに見える偽陽性の実例。"
